Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Auenstein;5105;0;Auenstein;4091;AG;2652983.037;1251923.753;de
Birr;5242;1;Birr;4092;AG;2657527.208;1254289.439;de
Birrhard;5244;0;Birrhard;4093;AG;2660879.519;1254021.295;de
Bözen;5076;0;Böztal;4185;AG;2648726.867;1260725.013;de
Schinznach Bad;5116;0;Brugg;4095;AG;2655057.800;1256151.238;de
Brugg AG;5200;0;Brugg;4095;AG;2657899.804;1259654.126;de
Umiken;5222;0;Brugg;4095;AG;2656613.822;1259301.642;de
Effingen;5078;0;Böztal;4185;AG;2650135.798;1259997.017;de
Elfingen;5077;0;Böztal;4185;AG;2649740.373;1261993.087;de
Habsburg;5245;0;Habsburg;4099;AG;2656352.076;1257006.459;de
Hausen AG;5212;0;Hausen (AG);4100;AG;2658278.863;1257100.118;de
Lupfig;5242;2;Lupfig;4104;AG;2657926.972;1254578.769;de
Scherz;5246;0;Lupfig;4104;AG;2656232.468;1255388.676;de
Mandach;5318;0;Mandach;4105;AG;2656274.150;1266498.554;de
Mönthal;5237;0;Mönthal;4106;AG;2653079.574;1263253.851;de
Mülligen;5243;0;Mülligen;4107;AG;2660385.260;1256646.786;de
Remigen;5236;0;Remigen;4110;AG;2656364.396;1263080.562;de
Riniken;5223;0;Riniken;4111;AG;2656618.473;1260512.617;de
Rüfenach AG;5235;0;Rüfenach;4112;AG;2658041.369;1262104.328;de
Thalheim AG;5112;0;Thalheim (AG);4117;AG;2650105.338;1254122.454;de
Veltheim AG;5106;0;Veltheim (AG);4120;AG;2653459.404;1254407.663;de
Stilli;5233;0;Villigen;4121;AG;2659721.439;1263162.330;de
Villigen;5234;0;Villigen;4121;AG;2658316.378;1264331.336;de
Villnachern;5213;0;Villnachern;4122;AG;2654125.763;1257867.249;de
Windisch;5210;0;Windisch;4123;AG;2658398.685;1258614.926;de
Bözberg;5225;1;Bözberg;4124;AG;2654468.670;1260307.441;de
Schinznach Dorf;5107;0;Schinznach;4125;AG;2653092.417;1255302.770;de
Oberflachs;5108;0;Schinznach;4125;AG;2652193.024;1254684.213;de
Beinwil am See;5712;0;Beinwil am See;4131;AG;2658257.018;1235183.799;de
Birrwil;5708;0;Birrwil;4132;AG;2657421.870;1237973.201;de
Burg AG;5736;0;Burg (AG);4133;AG;2655987.243;1231704.500;de
Dürrenäsch;5724;0;Dürrenäsch;4134;AG;2654344.898;1241409.334;de
Gontenschwil;5728;0;Gontenschwil;4135;AG;2653464.954;1235892.759;de
Holziken;5043;0;Holziken;4136;AG;2645035.328;1241130.818;de
Leimbach AG;5733;0;Leimbach (AG);4137;AG;2655344.721;1236254.319;de
Leutwil;5725;0;Leutwil;4138;AG;2655607.641;1240104.405;de
Menziken;5737;0;Menziken;4139;AG;2656616.243;1232335.211;de
Oberkulm;5727;0;Oberkulm;4140;AG;2651841.537;1238902.991;de
Reinach AG;5734;0;Reinach (AG);4141;AG;2656754.886;1234194.088;de
Schlossrued;5044;0;Schlossrued;4142;AG;2649199.349;1238186.260;de
Schmiedrued;5046;1;Schmiedrued;4143;AG;2650697.235;1235780.419;de
Walde AG;5046;2;Schmiedrued;4143;AG;2650978.615;1234428.493;de
Schöftland;5040;0;Schöftland;4144;AG;2646284.215;1239505.228;de
Teufenthal AG;5723;0;Teufenthal (AG);4145;AG;2651383.198;1242105.122;de
Unterkulm;5726;0;Unterkulm;4146;AG;2651184.391;1240178.613;de
Zetzwil;5732;0;Zetzwil;4147;AG;2653885.933;1237727.924;de
Eiken;5074;0;Eiken;4161;AG;2641445.409;1264726.411;de
Frick;5070;0;Frick;4163;AG;2643984.703;1261682.410;de
Gansingen;5272;0;Gansingen;4164;AG;2652805.185;1266031.705;de
Gipf-Oberfrick;5073;0;Gipf-Oberfrick;4165;AG;2642556.004;1260877.287;de
Herznach;5027;0;Herznach;4166;AG;2645902.614;1258034.699;de
Hornussen;5075;0;Böztal;4185;AG;2647043.246;1261076.162;de
Kaisten;5082;0;Kaisten;4169;AG;2645721.634;1265665.200;de
Ittenthal;5083;0;Kaisten;4169;AG;2646686.166;1263163.385;de
Laufenburg;5080;0;Laufenburg;4170;AG;2646877.011;1268105.547;de
Rheinsulz;5084;0;Laufenburg;4170;AG;2649029.494;1267425.041;de
Sulz AG;5085;0;Laufenburg;4170;AG;2649617.243;1265050.535;de
Münchwilen AG;4333;0;Münchwilen (AG);4172;AG;2639507.805;1265260.040;de
Oberhof;5062;0;Oberhof;4173;AG;2642545.273;1255480.804;de
Oeschgen;5072;0;Oeschgen;4175;AG;2643710.896;1263754.105;de
Schwaderloch;5326;0;Schwaderloch;4176;AG;2653096.404;1270788.910;de
Sisseln AG;4334;0;Sisseln;4177;AG;2641154.136;1266970.300;de
Ueken;5028;0;Ueken;4179;AG;2645587.758;1259679.486;de
Wittnau;5064;0;Wittnau;4181;AG;2640415.491;1259034.892;de
Wölflinswil;5063;0;Wölflinswil;4182;AG;2642000.528;1256933.861;de
Zeihen;5079;0;Zeihen;4183;AG;2648922.263;1258487.298;de
Oberhofen AG;5273;0;Mettauertal;4184;AG;2652292.483;1267321.193;de
Mettau;5274;0;Mettauertal;4184;AG;2651744.111;1268404.856;de
Etzgen;5275;0;Mettauertal;4184;AG;2650176.849;1269400.719;de
Wil AG;5276;0;Mettauertal;4184;AG;2653767.510;1268004.144;de
Hottwil;5277;0;Mettauertal;4184;AG;2654398.400;1266597.130;de
Ammerswil AG;5600;3;Ammerswil;4191;AG;2658200.573;1247006.040;de
Boniswil;5706;0;Boniswil;4192;AG;2656389.444;1240747.725;de
Brunegg;5505;0;Brunegg;4193;AG;2658731.410;1252306.453;de
Dintikon;5606;0;Dintikon;4194;AG;2659542.594;1245967.080;de
Egliswil;5704;0;Egliswil;4195;AG;2656443.550;1244589.151;de
Fahrwangen;5615;0;Fahrwangen;4196;AG;2660785.863;1238528.504;de
Hallwil;5705;0;Hallwil;4197;AG;2655732.003;1242241.683;de
Hendschiken;5604;0;Hendschiken;4198;AG;2658772.598;1248635.554;de
Holderbank AG;5113;0;Holderbank (AG);4199;AG;2655228.581;1253605.933;de
Hunzenschwil;5502;0;Hunzenschwil;4200;AG;2651681.257;1248355.171;de
Lenzburg;5600;0;Lenzburg;4201;AG;2655924.978;1248846.334;de
Meisterschwanden;5616;0;Meisterschwanden;4202;AG;2660193.631;1238554.785;de
Tennwil;5617;0;Meisterschwanden;4202;AG;2659153.863;1239835.770;de
Wildegg;5103;0;Möriken-Wildegg;4203;AG;2654827.484;1251927.835;de
Möriken AG;5103;2;Möriken-Wildegg;4203;AG;2656775.870;1252012.265;de
Niederlenz;5702;0;Niederlenz;4204;AG;2655234.371;1250466.185;de
Othmarsingen;5504;0;Othmarsingen;4205;AG;2658238.518;1250429.795;de
Rupperswil;5102;0;Rupperswil;4206;AG;2652533.639;1250449.019;de
Schafisheim;5503;0;Schafisheim;4207;AG;2653138.916;1247721.554;de
Seengen;5707;0;Seengen;4208;AG;2657785.302;1242006.455;de
Seon;5703;0;Seon;4209;AG;2654264.770;1244173.969;de
Staufen;5603;0;Staufen;4210;AG;2654692.150;1248020.276;de
Abtwil AG;5646;0;Abtwil;4221;AG;2669471.294;1225299.004;de
Aristau;5628;0;Aristau;4222;AG;2669772.908;1237748.243;de
Auw;5644;0;Auw;4223;AG;2670334.709;1229210.563;de
Beinwil (Freiamt);5637;0;Beinwil (Freiamt);4224;AG;2668747.232;1231431.865;de
Besenbüren;5627;0;Besenbüren;4226;AG;2668461.781;1240517.000;de
Bettwil;5618;0;Bettwil;4227;AG;2662625.095;1238081.816;de
Boswil;5623;0;Boswil;4228;AG;2665808.078;1239579.120;de
Bünzen;5624;0;Bünzen;4229;AG;2667146.616;1240227.416;de
Waldhäusern AG;5624;2;Bünzen;4229;AG;2666259.066;1242148.264;de
Buttwil;5632;0;Buttwil;4230;AG;2666227.299;1235772.397;de
Dietwil;6042;0;Dietwil;4231;AG;2672382.468;1222292.047;de
Geltwil;5637;2;Geltwil;4232;AG;2667174.818;1233500.643;de
Kallern;5625;0;Kallern;4233;AG;2664623.465;1240606.446;de
Merenschwand;5634;0;Merenschwand;4234;AG;2670927.870;1234793.533;de
Benzenschwil;5636;0;Merenschwand;4234;AG;2670036.053;1233254.784;de
Mühlau;5642;0;Mühlau;4235;AG;2672074.033;1231440.548;de
Muri AG;5630;0;Muri (AG);4236;AG;2668106.208;1236104.596;de
Oberrüti;5647;0;Oberrüti;4237;AG;2672595.154;1224298.159;de
Rottenschwil;8919;0;Rottenschwil;4238;AG;2670113.810;1240808.624;de
Sins;5643;0;Sins;4239;AG;2668800.438;1226651.844;de
Sins;5643;0;Sins;4239;AG;2672506.740;1227517.836;de
Alikon;5643;2;Sins;4239;AG;2669795.900;1228040.506;de
Meienberg;5643;3;Sins;4239;AG;2671047.225;1227854.363;de
Aettenschwil;5645;0;Sins;4239;AG;2670592.178;1226562.915;de
Fenkrieden;5645;2;Sins;4239;AG;2670602.814;1223777.953;de
Waltenschwil;5622;0;Waltenschwil;4240;AG;2665262.288;1242916.965;de
Hellikon;4316;0;Hellikon;4251;AG;2636502.553;1261993.963;de
Kaiseraugst;4303;0;Kaiseraugst;4252;AG;2621556.726;1265470.258;de
Magden;4312;0;Magden;4253;AG;2628032.750;1264531.983;de
Möhlin;4313;0;Möhlin;4254;AG;2630463.870;1267968.328;de
Mumpf;4322;0;Mumpf;4255;AG;2636448.475;1266226.720;de
Obermumpf;4324;0;Obermumpf;4256;AG;2637270.669;1264514.692;de
Olsberg;4305;0;Olsberg;4257;AG;2625965.369;1263402.679;de
Rheinfelden;4310;0;Rheinfelden;4258;AG;2626654.363;1267108.254;de
Schupfart;4325;0;Schupfart;4259;AG;2639773.565;1262642.233;de
Stein AG;4332;0;Stein (AG);4260;AG;2638601.605;1265980.335;de
Wallbach;4323;0;Wallbach;4261;AG;2634753.639;1268089.969;de
Wegenstetten;4317;0;Wegenstetten;4262;AG;2637426.398;1261001.452;de
Zeiningen;4314;0;Zeiningen;4263;AG;2632474.031;1265799.568;de
Zuzgen;4315;0;Zuzgen;4264;AG;2634525.021;1263867.764;de
Aarburg;4663;0;Aarburg;4271;AG;2634825.715;1241201.306;de
Bottenwil;4814;0;Bottenwil;4273;AG;2642848.240;1237249.306;de
Brittnau;4805;0;Brittnau;4274;AG;2638578.840;1234347.951;de
Kirchleerau;5054;1;Kirchleerau;4275;AG;2647639.696;1236356.731;de
Kölliken;5742;0;Kölliken;4276;AG;2644647.275;1243183.891;de
Moosleerau;5054;2;Moosleerau;4277;AG;2647368.478;1235544.429;de
Murgenthal;4853;0;Murgenthal;4279;AG;2629790.900;1235020.828;de
Riken AG;4853;2;Murgenthal;4279;AG;2631094.194;1236228.725;de
Glashütten;4856;0;Murgenthal;4279;AG;2630795.658;1234274.643;de
Oftringen;4665;0;Oftringen;4280;AG;2637192.833;1240055.537;de
Attelwil;5056;0;Reitnau;4281;AG;2645870.029;1234768.601;de
Reitnau;5057;0;Reitnau;4281;AG;2646197.720;1233524.859;de
Rothrist;4852;0;Rothrist;4282;AG;2633234.659;1239572.642;de
Safenwil;5745;0;Safenwil;4283;AG;2641093.519;1240886.410;de
Staffelbach;5053;0;Staffelbach;4284;AG;2645672.879;1237156.676;de
Wittwil;5053;2;Staffelbach;4284;AG;2645459.965;1237913.796;de
Strengelbach;4802;0;Strengelbach;4285;AG;2636991.445;1236670.423;de
Uerkheim;4813;0;Uerkheim;4286;AG;2644333.030;1239642.375;de
Vordemwald;4803;0;Vordemwald;4287;AG;2634619.394;1235842.725;de
Wiliberg;5058;0;Wiliberg;4288;AG;2644175.635;1235355.395;de
Zofingen;4800;0;Zofingen;4289;AG;2638310.808;1237670.678;de
Mühlethal;4812;0;Zofingen;4289;AG;2640800.924;1239084.749;de
Baldingen;5333;0;Zurzach;4324;AG;2666399.492;1267596.570;de
Böbikon;5334;0;Zurzach;4324;AG;2667325.067;1267351.713;de
Kleindöttingen;5314;0;Böttstein;4303;AG;2660789.223;1269029.624;de
Böttstein;5315;0;Böttstein;4303;AG;2659060.082;1267497.467;de
Döttingen;5312;0;Döttingen;4304;AG;2661707.851;1269139.215;de
Endingen;5304;0;Endingen;4305;AG;2664093.111;1265455.600;de
Unterendingen;5305;0;Endingen;4305;AG;2664193.452;1266662.856;de
Fisibach;5467;0;Fisibach;4306;AG;2672945.933;1268385.558;de
Full-Reuenthal;5324;0;Full-Reuenthal;4307;AG;2657457.819;1273399.315;de
Kaiserstuhl AG;5466;0;Zurzach;4324;AG;2673861.666;1268967.745;de
Klingnau;5313;0;Klingnau;4309;AG;2661027.292;1270334.586;de
Koblenz;5322;0;Koblenz;4310;AG;2660129.673;1273325.457;de
Leibstadt;5325;0;Leibstadt;4311;AG;2655785.284;1271485.929;de
Lengnau AG;5426;0;Lengnau (AG);4312;AG;2667064.066;1263630.793;de
Leuggern;5316;0;Leuggern;4313;AG;2658548.096;1270214.005;de
Hettenschwil;5317;0;Leuggern;4313;AG;2657025.283;1269724.918;de
Mellikon;5465;0;Mellikon;4314;AG;2668401.878;1268882.950;de
Rekingen AG;5332;0;Zurzach;4324;AG;2666885.974;1269181.816;de
Rietheim;5323;0;Zurzach;4324;AG;2663323.474;1272712.654;de
Rümikon AG;5464;0;Zurzach;4324;AG;2670651.754;1268535.085;de
Schneisingen;5425;0;Schneisingen;4318;AG;2669894.868;1263700.433;de
Siglistorf;5462;0;Siglistorf;4319;AG;2670918.028;1266545.817;de
Tegerfelden;5306;0;Tegerfelden;4320;AG;2664054.537;1267714.606;de
Wislikofen;5463;0;Zurzach;4324;AG;2669555.135;1267825.975;de
Bad Zurzach;5330;0;Zurzach;4324;AG;2664447.893;1270505.279;de
Arbon;9320;0;Arbon;4401;TG;2750505.575;1264637.449;de
Frasnacht;9320;2;Arbon;4401;TG;2748130.708;1265922.324;de
Stachen;9320;3;Arbon;4401;TG;2748498.161;1263633.702;de
Dozwil;8582;0;Dozwil;4406;TG;2741541.008;1271179.315;de
Steinebrunn;9314;0;Egnach;4411;TG;2743410.968;1266582.989;de
Neukirch (Egnach);9315;0;Egnach;4411;TG;2745393.562;1266007.134;de
Winden;9315;2;Egnach;4411;TG;2744492.416;1263464.044;de
Egnach;9322;0;Egnach;4411;TG;2746355.507;1267764.535;de
Hefenhofen;8580;7;Hefenhofen;4416;TG;2739986.993;1269889.951;de
Horn;9326;0;Horn;4421;TG;2752540.917;1262310.104;de
Kesswil;8593;0;Kesswil;4426;TG;2741255.329;1273102.089;de
Freidorf TG;9306;0;Roggwil (TG);4431;TG;2747604.232;1261345.874;de
Roggwil TG;9325;0;Roggwil (TG);4431;TG;2747492.190;1262886.494;de
Romanshorn;8590;0;Romanshorn;4436;TG;2745288.391;1270027.335;de
Salmsach;8599;0;Salmsach;4441;TG;2745719.890;1269016.014;de
Sommeri;8580;3;Sommeri;4446;TG;2739318.005;1270141.725;de
Uttwil;8592;0;Uttwil;4451;TG;2743101.388;1272055.419;de
Amriswil;8580;0;Amriswil;4461;TG;2739929.621;1267685.330;de
Hagenwil b. Amriswil;8580;5;Amriswil;4461;TG;2740698.530;1265931.009;de
Biessenhofen;8580;8;Amriswil;4461;TG;2737134.185;1267791.215;de
Schocherswil;8581;0;Amriswil;4461;TG;2737604.510;1266738.233;de
Oberaach;8587;0;Amriswil;4461;TG;2737594.036;1269185.174;de
Bischofszell;9220;0;Bischofszell;4471;TG;2735652.868;1261917.545;de
Schweizersholz;9223;0;Bischofszell;4471;TG;2732766.814;1262703.265;de
Halden;9223;1;Bischofszell;4471;TG;2733400.282;1263006.163;de
Erlen;8586;0;Erlen;4476;TG;2735178.246;1267915.866;de
Kümmertshausen;8586;3;Erlen;4476;TG;2735884.698;1269856.948;de
Riedt b. Erlen;8586;5;Erlen;4476;TG;2733806.525;1267612.376;de
Buchackern;8586;7;Erlen;4476;TG;2735057.630;1266862.489;de
Engishofen;8586;8;Erlen;4476;TG;2736288.750;1268875.375;de
Ennetaach;8586;9;Erlen;4476;TG;2733781.985;1268008.814;de
Hauptwil;9213;0;Hauptwil-Gottshaus;4486;TG;2736755.498;1260454.129;de
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;4486;TG;2738974.609;1261974.093;de
St. Pelagiberg;9225;1;Hauptwil-Gottshaus;4486;TG;2740454.333;1261489.594;de
Heldswil;9216;0;Hohentannen;4495;TG;2734218.401;1265892.858;de
Hohentannen;9216;2;Hohentannen;4495;TG;2734461.825;1263658.600;de
Kradolf;9214;2;Kradolf-Schönenberg;4501;TG;2732741.601;1265313.687;de
Schönenberg an der Thur;9215;0;Kradolf-Schönenberg;4501;TG;2732559.824;1264885.137;de
Buhwil;9215;2;Kradolf-Schönenberg;4501;TG;2730094.776;1265475.566;de
Neukirch an der Thur;9217;0;Kradolf-Schönenberg;4501;TG;2730486.834;1263624.511;de
Sulgen;8583;0;Sulgen;4506;TG;2731379.758;1267274.919;de
Götighofen;8583;1;Sulgen;4506;TG;2733817.317;1266446.475;de
Donzhausen;8583;2;Sulgen;4506;TG;2732281.225;1268533.637;de
Zihlschlacht;8588;0;Zihlschlacht-Sitterdorf;4511;TG;2736998.080;1264979.473;de
Sitterdorf;8589;0;Zihlschlacht-Sitterdorf;4511;TG;2736339.716;1263133.438;de
Basadingen;8254;0;Basadingen-Schlattingen;4536;TG;2697989.834;1280923.680;de
Schlattingen;8255;0;Basadingen-Schlattingen;4536;TG;2700014.314;1280428.964;de
Diessenhofen;8253;0;Diessenhofen;4545;TG;2698354.677;1282975.994;de
Willisdorf;8253;2;Diessenhofen;4545;TG;2697583.771;1281693.969;de
Schlatt TG;8252;0;Schlatt (TG);4546;TG;2694961.408;1279756.843;de
Aadorf;8355;0;Aadorf;4551;TG;2709949.404;1261088.458;de
Ettenhausen TG;8356;0;Aadorf;4551;TG;2710021.801;1259647.028;de
Guntershausen b. Aadorf;8357;0;Aadorf;4551;TG;2711429.369;1259214.749;de
Häuslenen;8522;0;Aadorf;4551;TG;2710301.639;1265047.061;de
Aawangen;8522;2;Aadorf;4551;TG;2710074.887;1263407.199;de
Wittenwil;9547;0;Aadorf;4551;TG;2712002.479;1262572.063;de
Felben-Wellhausen;8552;0;Felben-Wellhausen;4561;TG;2713154.064;1270662.781;de
Frauenfeld;8500;0;Frauenfeld;4566;TG;2709858.174;1268274.648;de
Gerlikon;8500;4;Frauenfeld;4566;TG;2708404.565;1266138.409;de
Islikon;8546;0;Gachnang;4571;TG;2705916.416;1267286.656;de
Kefikon TG;8546;2;Gachnang;4571;TG;2705012.168;1267553.972;de
Gachnang;8547;0;Gachnang;4571;TG;2706345.855;1266192.573;de
Harenwilen;8553;2;Hüttlingen;4590;TG;2717514.604;1270102.769;de
Mettendorf TG;8553;3;Hüttlingen;4590;TG;2715197.863;1270756.775;de
Hüttlingen;8553;4;Hüttlingen;4590;TG;2716057.555;1270694.040;de
Eschikofen;8553;5;Hüttlingen;4590;TG;2717821.500;1271074.625;de
Matzingen;9548;0;Matzingen;4591;TG;2712515.329;1264333.957;de
Niederneunforn;8525;0;Neunforn;4601;TG;2700737.454;1272474.405;de
Oberneunforn;8526;0;Neunforn;4601;TG;2699870.973;1273652.196;de
Stettfurt;9507;0;Stettfurt;4606;TG;2714117.082;1264860.930;de
Thundorf;8512;0;Thundorf;4611;TG;2714787.469;1267224.083;de
Lustdorf;8512;2;Thundorf;4611;TG;2716495.157;1267782.271;de
Wetzikon TG;8512;3;Thundorf;4611;TG;2717640.540;1266412.790;de
Uesslingen;8524;0;Uesslingen-Buch;4616;TG;2705172.168;1270911.031;de
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;4616;TG;2705228.551;1273020.810;de
Warth;8532;0;Warth-Weiningen;4621;TG;2707958.479;1271378.073;de
Weiningen TG;8532;2;Warth-Weiningen;4621;TG;2709263.634;1271895.019;de
Altnau;8595;0;Altnau;4641;TG;2736770.804;1274623.784;de
Bottighofen;8598;0;Bottighofen;4643;TG;2733352.209;1278190.480;de
Ermatingen;8272;0;Ermatingen;4646;TG;2723302.563;1281204.586;de
Triboltingen;8273;0;Ermatingen;4646;TG;2725376.053;1280372.136;de
Gottlieben;8274;2;Gottlieben;4651;TG;2727308.396;1280615.334;de
Güttingen;8594;0;Güttingen;4656;TG;2738941.128;1274074.023;de
Hugelshofen;8565;0;Kemmental;4666;TG;2726073.712;1273354.361;de
Neuwilen;8566;0;Kemmental;4666;TG;2727465.667;1275745.300;de
Dotnacht;8566;2;Kemmental;4666;TG;2728031.907;1273557.780;de
Ellighausen;8566;4;Kemmental;4666;TG;2727581.631;1275042.427;de
Lippoldswilen;8566;5;Kemmental;4666;TG;2725768.125;1274696.271;de
Siegershausen;8573;0;Kemmental;4666;TG;2730055.780;1274834.701;de
Alterswilen;8573;2;Kemmental;4666;TG;2729046.368;1274629.920;de
Altishausen;8573;3;Kemmental;4666;TG;2730250.674;1273723.622;de
Kreuzlingen;8280;0;Kreuzlingen;4671;TG;2730330.166;1278554.230;de
Langrickenbach;8585;4;Langrickenbach;4681;TG;2736057.250;1271854.875;de
Zuben;8585;5;Langrickenbach;4681;TG;2735189.901;1274440.076;de
Schönenbaumgarten;8585;7;Langrickenbach;4681;TG;2734734.075;1275285.802;de
Herrenhof;8585;8;Langrickenbach;4681;TG;2735727.625;1273470.750;de
Illighausen;8574;1;Lengwil;4683;TG;2732961.778;1274057.978;de
Oberhofen TG;8574;2;Lengwil;4683;TG;2732026.331;1275699.794;de
Lengwil;8574;3;Lengwil;4683;TG;2732939.820;1275365.631;de
Lengwil;8574;3;Lengwil;4683;TG;2731641.209;1276491.019;de
Dettighofen (Lengwil);8574;4;Lengwil;4683;TG;2732446.373;1275931.840;de
Scherzingen;8596;0;Münsterlingen;4691;TG;2734116.679;1277227.818;de
Münsterlingen;8596;1;Münsterlingen;4691;TG;2735006.343;1277186.880;de
Landschlacht;8597;0;Münsterlingen;4691;TG;2735744.098;1276555.319;de
Tägerwilen;8274;0;Tägerwilen;4696;TG;2727560.177;1279627.356;de
Hefenhausen;8564;0;Wäldi;4701;TG;2722210.574;1275186.292;de
Engwilen;8564;2;Wäldi;4701;TG;2724566.033;1275366.400;de
Sonterswil;8564;3;Wäldi;4701;TG;2723242.713;1275754.838;de
Wäldi;8564;4;Wäldi;4701;TG;2724420.025;1277249.700;de
Lipperswil;8564;5;Wäldi;4701;TG;2721371.366;1275291.533;de
Hattenhausen;8564;7;Wäldi;4701;TG;2722376.697;1276049.697;de
Gunterswilen;8564;8;Wäldi;4701;TG;2723087.661;1277388.566;de
Affeltrangen;9556;0;Affeltrangen;4711;TG;2719841.766;1265131.917;de
Zezikon;9556;2;Affeltrangen;4711;TG;2719142.622;1266101.967;de
Märwil;9562;0;Affeltrangen;4711;TG;2723175.106;1265918.449;de
Buch b. Märwil;9562;2;Affeltrangen;4711;TG;2721905.625;1266471.750;de
Bettwiesen;9553;0;Bettwiesen;4716;TG;2719665.511;1261570.649;de
Balterswil;8362;0;Bichelsee-Balterswil;4721;TG;2713038.555;1256898.487;de
Bichelsee;8363;0;Bichelsee-Balterswil;4721;TG;2711814.063;1256638.720;de
Braunau;9502;0;Braunau;4723;TG;2722995.021;1262716.583;de
Eschlikon TG;8360;0;Eschlikon;4724;TG;2715018.083;1258316.793;de
Wallenwil;8360;2;Eschlikon;4724;TG;2714380.136;1257092.507;de
Dussnang;8374;0;Fischingen;4726;TG;2714954.934;1254389.377;de
Oberwangen TG;8374;2;Fischingen;4726;TG;2715776.900;1254358.738;de
Fischingen;8376;0;Fischingen;4726;TG;2715436.039;1252413.579;de
Au TG;8376;2;Fischingen;4726;TG;2714362.475;1250761.236;de
Lommis;9506;0;Lommis;4741;TG;2717446.436;1264081.481;de
Weingarten-Kalthäusern;9508;0;Lommis;4741;TG;2716003.383;1264740.812;de
Münchwilen TG;9542;0;Münchwilen (TG);4746;TG;2717610.584;1259941.750;de
St. Margarethen TG;9543;0;Münchwilen (TG);4746;TG;2717754.757;1260699.618;de
Rickenbach b. Wil;9532;0;Rickenbach (TG);4751;TG;2721683.584;1256577.205;de
Schönholzerswilen;8577;0;Schönholzerswilen;4756;TG;2728213.002;1264307.129;de
Sirnach;8370;0;Sirnach;4761;TG;2717534.361;1257972.829;de
Busswil TG;8371;0;Sirnach;4761;TG;2718929.631;1257039.084;de
Wiezikon b. Sirnach;8372;0;Sirnach;4761;TG;2716733.579;1256660.612;de
Littenheid;9573;0;Sirnach;4761;TG;2718428.510;1255621.906;de
Tägerschen;9554;0;Tobel-Tägerschen;4776;TG;2719845.096;1263014.160;de
Tobel;9555;0;Tobel-Tägerschen;4776;TG;2720355.150;1263898.557;de
Wängi;9545;0;Wängi;4781;TG;2714203.175;1262220.342;de
Tuttwil;9546;0;Wängi;4781;TG;2713033.062;1260246.826;de
Wilen b. Wil;9535;0;Wilen (TG);4786;TG;2720336.695;1256866.611;de
Wuppenau;9514;0;Wuppenau;4791;TG;2725443.593;1261835.554;de
Hosenruck;9515;0;Wuppenau;4791;TG;2726890.821;1261316.020;de
Berlingen;8267;0;Berlingen;4801;TG;2718478.394;1281616.731;de
Eschenz;8264;0;Eschenz;4806;TG;2707924.290;1278309.241;de
Lanzenneunforn;8506;0;Herdern;4811;TG;2712699.604;1275813.153;de
Herdern;8535;0;Herdern;4811;TG;2710605.552;1273717.347;de
Hörhausen;8507;0;Homburg;4816;TG;2715082.229;1276842.484;de
Homburg;8508;0;Homburg;4816;TG;2717972.954;1277233.295;de
Hüttwilen;8536;0;Hüttwilen;4821;TG;2707866.156;1274122.376;de
Nussbaumen TG;8537;0;Hüttwilen;4821;TG;2704545.802;1276083.894;de
Uerschhausen;8537;2;Hüttwilen;4821;TG;2703693.427;1274133.793;de
Mammern;8265;0;Mammern;4826;TG;2711075.208;1278287.208;de
Müllheim Dorf;8555;0;Müllheim;4831;TG;2718195.990;1273681.959;de
Pfyn;8505;0;Pfyn;4841;TG;2714523.059;1272631.658;de
Dettighofen;8505;2;Pfyn;4841;TG;2713563.937;1275100.677;de
Raperswilen;8558;0;Raperswilen;4846;TG;2720530.548;1276963.355;de
Mannenbach-Salenstein;8268;0;Salenstein;4851;TG;2721220.000;1281582.375;de
Salenstein;8268;2;Salenstein;4851;TG;2721669.701;1281065.786;de
Fruthwilen;8269;0;Salenstein;4851;TG;2722266.567;1280176.917;de
Steckborn;8266;0;Steckborn;4864;TG;2716022.976;1280709.626;de
Kaltenbach;8259;0;Wagenhausen;4871;TG;2705489.039;1278996.069;de
Etzwilen;8259;2;Wagenhausen;4871;TG;2703628.717;1279866.296;de
Rheinklingen;8259;3;Wagenhausen;4871;TG;2702784.896;1281385.268;de
Wagenhausen;8259;4;Wagenhausen;4871;TG;2705877.335;1279951.428;de
Amlikon-Bissegg;8514;0;Amlikon-Bissegg;4881;TG;2721147.513;1269598.971;de
Berg TG;8572;0;Berg (TG);4891;TG;2732230.156;1273339.000;de
Berg TG;8572;0;Berg (TG);4891;TG;2729893.813;1271146.837;de
Andhausen;8572;2;Berg (TG);4891;TG;2730980.975;1271154.326;de
Graltshausen;8572;3;Berg (TG);4891;TG;2731140.110;1273144.499;de
Guntershausen b. Berg;8572;4;Berg (TG);4891;TG;2731665.496;1270523.232;de
Mauren TG;8576;0;Berg (TG);4891;TG;2728910.156;1269832.063;de
Mattwil;8585;1;Birwinken;4901;TG;2732989.831;1271161.159;de
Happerswil;8585;2;Birwinken;4901;TG;2734223.672;1271203.770;de
Birwinken;8585;9;Birwinken;4901;TG;2732297.521;1271676.688;de
Klarsreuti;8585;10;Birwinken;4901;TG;2733471.250;1272290.250;de
Andwil TG;8586;2;Birwinken;4901;TG;2733726.169;1269849.834;de
